"Id","Algorithms","Query","Answer","Audio URL","Comment","ContextFlow","Date & Time","Feedback","Input Type","Intent","Language","Location","Source","User Type"
"25460764","Direct Match","rgi.accident date","Please tell the date of accident.","","","1","January 5, 2024 1:31 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460586","Direct Match","rgi.numbercheck","Are you saying 970306011, Please say yes or no to confirm","","","1","January 5, 2024 1:29 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460554","Direct Match","rgi.contact no","Please tell me your contact number.","","","1","January 5, 2024 1:29 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460532","Direct Match","rgi.numbercheck","Are you saying 970306011, Please say yes or no to confirm","","","1","January 5, 2024 1:28 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460491","Direct Match","rgi.contact no","Please tell me your contact number.","","","1","January 5, 2024 1:28 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460470","Direct Match","rgi.namecheck","Are you saying Subhasree, Please say yes or no to confirm","","","1","January 5, 2024 1:28 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460456","Direct Match","rgi.name","Please provide your name.","","","1","January 5, 2024 1:28 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460431","Direct Match","rgi.insured relationship","Thank you for confirming the policy details JANNA RANJAN BEHERA.  We will require few more details on the accident. What is your relationship with insured? Friend, Insured, Garage or Relative.","","","1","January 5, 2024 1:27 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460419","Direct Match","rgi.policy holder","I can see the policy holder name is JANNA RANJAN BEHERA. Please say yes or no to confirm","","","1","January 5, 2024 1:27 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460402","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 1:27 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460329","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 1:26 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460301","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 1:25 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460296","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 1:25 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460287","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 1:25 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25460275","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 1:25 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25457902","Direct Match","rgi.insuredcheck","Are you saying 982345621, Please say yes or no to confirm","","","1","January 5, 2024 12:56 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25457890","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 12:56 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25457869","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 12:56 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25457852","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 12:56 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25457835","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 12:56 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25457813","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 12:55 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25456324","No Match","I will deploy the new file and let's see","","","","1","January 5, 2024 12:39 PM","","TEXT","Not Found","en","","Desktop","New Visitor"
"25456307","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 12:39 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25456303","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 12:39 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25456290","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 12:39 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25456281","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 12:39 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25456247","No Match","this is what we using start","","","","1","January 5, 2024 12:38 PM","","TEXT","Not Found","en","","Desktop","New Visitor"
"25456227","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 12:38 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25455943","No Match","I want Clement division","","","","1","January 5, 2024 12:34 PM","","TEXT","Not Found","en","","Desktop","New Visitor"
"25455929","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 12:34 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25455681","No Match","fir se bolo","","","","1","January 5, 2024 12:31 PM","","TEXT","Not Found","en","","Desktop","New Visitor"
"25455661","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 12:31 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25425171","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:21 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25425150","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 4, 2024 6:21 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25425147","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 4, 2024 6:21 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25425137","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 4, 2024 6:21 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25425126","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:21 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25425103","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 4, 2024 6:20 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25425099","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 4, 2024 6:20 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25425094","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 4, 2024 6:20 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25425089","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:20 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25425006","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 4, 2024 6:19 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424996","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 4, 2024 6:18 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424987","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 4, 2024 6:18 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424979","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:18 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424969","No Match","claimantimation","","","","1","January 4, 2024 6:18 PM","","TEXT","Not Found","en","New Delhi","Mobile","New Visitor"
"25424960","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:18 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424936","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 4, 2024 6:17 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424929","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 4, 2024 6:17 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424923","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:17 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424896","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:17 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424881","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:17 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424864","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 4, 2024 6:16 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424861","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:16 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424857","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:16 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424855","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 4, 2024 6:16 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424847","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 4, 2024 6:16 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424843","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 4, 2024 6:16 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424834","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:16 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424754","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:14 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424672","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 4, 2024 6:13 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424664","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 4, 2024 6:13 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424648","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:12 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25424635","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 6:12 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25422119","No Match","vah problem","","","","1","January 4, 2024 5:34 PM","","TEXT","Not Found","en","New Delhi","Mobile","New Visitor"
"25422064","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 5:33 PM","","TEXT","Direct Match","en","New Delhi","Mobile","New Visitor"
"25383590","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 1:03 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383581","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 1:01 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383575","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 1:00 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383562","No Match"," thank you","","","","1","January 4, 2024 12:58 AM","","TEXT","Not Found","en","","Desktop","New Visitor"
"25383561","No Match"," your claim has been registered with claim number 3124-00007","","","","1","January 4, 2024 12:58 AM","","TEXT","Not Found","en","","Desktop","New Visitor"
"25383560","Direct Match","rgi.confirmation","Your claim has been registered with claim number 3124000007. The same has been sent to your Mobile number and registered Email I D as well. Have a nice day!","","","1","January 4, 2024 12:58 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383558","Direct Match","rgi.garage verification","Please confirm if the garage is Vintage Garage,2M42+337, Opp to CMR Institute of Management Studies, 1st A Cross Rd, next to the White Owl restaurant, Chikka Banaswadi, Bengaluru, 560043. Please say yes to confirm or no to change the garage name","","","1","January 4, 2024 12:57 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383557","Direct Match","rgi.garagecitycheck","Are you saying Bengaluru, Please say yes or no to confirm","","","1","January 4, 2024 12:57 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383555","Direct Match","rgi.garage city","Please tell me the city name where the garage is located.","","","1","January 4, 2024 12:57 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383554","Direct Match","rgi.garagecheck","Are you saying vintage garage, Please say yes or no to confirm","","","1","January 4, 2024 12:57 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383552","Direct Match","rgi.garage name","Please tell me the garage name.","","","1","January 4, 2024 12:56 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383551","Direct Match","rgi.reasoncheck","Are you saying head injury in Collision, Please say yes or no to confirm","","","1","January 4, 2024 12:56 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383550","Direct Match","rgi.accident reason","Please tell me the short description of accident.","","","1","January 4, 2024 12:56 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383546","Direct Match","rgi.drivercheck","Are you saying Rajiv, Please say yes or no to confirm","","","1","January 4, 2024 12:56 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383544","Direct Match","rgi.driver name","Please tell me driver name.","","","1","January 4, 2024 12:56 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383543","Direct Match","rgi.citycheck","Are you saying Bengaluru, Please say yes or no to confirm","","","1","January 4, 2024 12:56 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383542","Direct Match","rgi.accident city","Please tell the city name where accident happened.","","","1","January 4, 2024 12:55 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383541","Direct Match","rgi.timecheck","Are you saying 6:30 p.m., Please say yes or no to confirm","","","1","January 4, 2024 12:55 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383540","Direct Match","rgi.accident time","Please tell me the time of accident.","","","1","January 4, 2024 12:55 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383539","Direct Match","rgi.datecheck","Are you saying 19th October, Please say yes or no to confirm","","","1","January 4, 2024 12:55 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383537","Direct Match","rgi.accident date","Please tell the date of accident.","","","1","January 4, 2024 12:55 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383536","Direct Match","rgi.numbercheck","Are you saying 9482302129, Please say yes or no to confirm","","","1","January 4, 2024 12:55 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383535","Direct Match","rgi.contact no","Please tell me your contact number.","","","1","January 4, 2024 12:55 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383534","Direct Match","rgi.namecheck","Are you saying Nisha, Please say yes or no to confirm","","","1","January 4, 2024 12:54 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383533","Direct Match","rgi.name","Please provide your name.","","","1","January 4, 2024 12:54 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383531","Direct Match","rgi.insured relationship","Thank you for confirming the policy details JANNA RANJAN BEHERA.  We will require few more details on the accident. What is your relationship with insured? Friend, Insured, Garage or Relative.","","","1","January 4, 2024 12:54 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383529","Direct Match","rgi.policy holder","I can see the policy holder name is JANNA RANJAN BEHERA. Please say yes or no to confirm","","","1","January 4, 2024 12:54 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383525","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 4, 2024 12:53 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383522","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 4, 2024 12:53 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383518","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 4, 2024 12:53 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383516","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 4, 2024 12:53 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383514","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 4, 2024 12:53 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383511","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 12:52 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383508","Direct Match","rgi.namecheck","Are you saying Nisha, Please say yes or no to confirm","","","1","January 4, 2024 12:52 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383504","Direct Match","rgi.name","Please provide your name.","","","1","January 4, 2024 12:52 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383500","Direct Match","rgi.insured relationship","Thank you for confirming the policy details JANNA RANJAN BEHERA.  We will require few more details on the accident. What is your relationship with insured? Friend, Insured, Garage or Relative.","","","1","January 4, 2024 12:51 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383494","Direct Match","rgi.policy holder","I can see the policy holder name is JANNA RANJAN BEHERA. Please say yes or no to confirm","","","1","January 4, 2024 12:51 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383491","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 4, 2024 12:51 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383490","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 4, 2024 12:50 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383489","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 4, 2024 12:50 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383487","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 4, 2024 12:50 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383484","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 4, 2024 12:50 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383479","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 12:49 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383472","No Match","game animation","","","","1","January 4, 2024 12:49 AM","","TEXT","Not Found","en","","Desktop","New Visitor"
"25383471","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 12:49 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383467","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 12:48 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383461","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 4, 2024 12:47 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383458","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 4, 2024 12:47 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383453","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 4, 2024 12:47 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383449","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 4, 2024 12:47 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383024","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 4, 2024 12:01 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383020","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 4, 2024 12:00 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383009","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 4, 2024 12:00 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383006","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 4, 2024 12:00 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25383002","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 4, 2024 12:00 AM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382999","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 3, 2024 11:59 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382989","No Match","came into mission","","","","1","January 3, 2024 11:59 PM","","TEXT","Not Found","en","","Desktop","New Visitor"
"25382984","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 3, 2024 11:58 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382948","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 3, 2024 11:57 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382929","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 3, 2024 11:56 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382920","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 3, 2024 11:56 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382916","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 3, 2024 11:56 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382912","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 3, 2024 11:56 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382905","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 3, 2024 11:55 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382892","Direct Match","rgi.policy holder","I can see the policy holder name is JANNA RANJAN BEHERA. Please say yes or no to confirm","","","1","January 3, 2024 11:55 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382889","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 3, 2024 11:55 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382882","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 3, 2024 11:54 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382877","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 3, 2024 11:54 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382870","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 3, 2024 11:54 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382865","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 3, 2024 11:54 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382854","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 3, 2024 11:53 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382798","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 3, 2024 11:51 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382753","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 3, 2024 11:49 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382751","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 3, 2024 11:49 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382746","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 3, 2024 11:49 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382743","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 3, 2024 11:49 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382742","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 3, 2024 11:48 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382737","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 3, 2024 11:48 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382720","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 3, 2024 11:47 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382717","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 3, 2024 11:47 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382712","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 3, 2024 11:47 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382701","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 3, 2024 11:46 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382694","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 3, 2024 11:46 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25382658","No Match","19th October","","","","1","January 3, 2024 11:45 PM","","TEXT","Not Found","en","","Desktop","New Visitor"
"25382647","No Match","18th October","","","","1","January 3, 2024 11:44 PM","","TEXT","Not Found","en","","Desktop","New Visitor"
